,index,days_cancel,insult,group
457,457,-63.0,0.17686938310889952,male
458,458,-62.0,0.18113118367234365,male
459,459,-61.0,0.1871491757194559,male
460,460,-60.0,0.1871491757194559,male
461,461,-59.0,0.1871491757194559,male
462,462,-58.0,0.18166592368370266,male
463,463,-57.0,0.1757958218120729,male
464,464,-56.0,0.17261266145917756,male
465,465,-55.0,0.17038799370447671,male
466,466,-54.0,0.1665770355571448,male
467,467,-53.0,0.16416948636452125,male
468,468,-52.0,0.15998095958095662,male
469,469,-51.0,0.1595223417668721,male
470,470,-50.0,0.15793202526871847,male
471,471,-49.0,0.15793202526871847,male
472,472,-48.0,0.15442096019049284,male
473,473,-47.0,0.15442096019049284,male
474,474,-46.0,0.1553428347359633,male
475,475,-45.0,0.1553428347359633,male
476,476,-44.0,0.15636773419473385,male
477,477,-43.0,0.15923257702980084,male
478,478,-42.0,0.16418005465827315,male
479,479,-41.0,0.16542219355614066,male
480,480,-40.0,0.16654998970573542,male
481,481,-39.0,0.16654998970573542,male
482,482,-38.0,0.16654998970573542,male
483,483,-37.0,0.16467228257395727,male
484,484,-36.0,0.1594296454702072,male
485,485,-35.0,0.14899701545855568,male
486,486,-34.0,0.14857810013980602,male
487,487,-33.0,0.14747346153943436,male
488,488,-32.0,0.14741961614832916,male
489,489,-31.0,0.14741961614832916,male
490,490,-30.0,0.14741961614832916,male
491,491,-29.0,0.14853167683200263,male
492,492,-28.0,0.14932119814418496,male
493,493,-27.0,0.14932119814418496,male
494,494,-26.0,0.14932119814418496,male
495,495,-25.0,0.14407372915220165,male
496,496,-24.0,0.14407372915220165,male
497,497,-23.0,0.14407372915220165,male
498,498,-22.0,0.14570379426623667,male
499,499,-21.0,0.14570379426623667,male
500,500,-20.0,0.14570379426623667,male
501,501,-19.0,0.14570379426623667,male
502,502,-18.0,0.14570379426623667,male
503,503,-17.0,0.1493294962817715,male
504,504,-16.0,0.15200570514605244,male
505,505,-15.0,0.15200570514605244,male
506,506,-14.0,0.15320492780550993,male
507,507,-13.0,0.1536150865800884,male
508,508,-12.0,0.16108728218331958,male
509,509,-11.0,0.16862711401263672,male
510,510,-10.0,0.16862711401263672,male
511,511,-9.0,0.16862711401263672,male
512,512,-8.0,0.16862711401263672,male
513,513,-7.0,0.16814729871245024,male
514,514,-6.0,0.1674274125163426,male
515,515,-5.0,0.1610142716070688,male
516,516,-4.0,0.1578870628812507,male
517,517,-3.0,0.1546370013840143,male
518,518,-2.0,0.1507068246128655,male
519,519,-1.0,0.1546370013840143,male
520,520,0.0,0.1546370013840143,male
521,521,1.0,0.16425106565127262,male
522,522,2.0,0.16623408289177272,male
523,523,3.0,0.16931032721171918,male
524,524,4.0,0.169544289346483,male
525,525,5.0,0.17462498672190765,male
526,526,6.0,0.1782983141440093,male
527,527,7.0,0.1791600362388522,male
528,528,8.0,0.18025430063150455,male
529,529,9.0,0.18025430063150455,male
530,530,10.0,0.18025430063150455,male
531,531,11.0,0.17790934015804163,male
532,532,12.0,0.17753180941075655,male
533,533,13.0,0.17484389906202683,male
534,534,14.0,0.17484389906202683,male
535,535,15.0,0.17484389906202683,male
536,536,16.0,0.1762318538484926,male
537,537,17.0,0.1770675932670971,male
538,538,18.0,0.18065556875386068,male
539,539,19.0,0.18065556875386068,male
540,540,20.0,0.18065556875386068,male
541,541,21.0,0.1789393997128744,male
542,542,22.0,0.17536695283430404,male
543,543,23.0,0.17144934998755998,male
544,544,24.0,0.16830658115655434,male
545,545,25.0,0.16830658115655434,male
546,546,26.0,0.16830658115655434,male
547,547,27.0,0.1694378736423196,male
548,548,28.0,0.1704670605799819,male
549,549,29.0,0.17413954345964738,male
550,550,30.0,0.17413954345964738,male
551,551,31.0,0.17413954345964738,male
552,552,32.0,0.17360481310964918,male
553,553,33.0,0.17180940108153017,male
554,554,34.0,0.17109293546883284,male
555,555,35.0,0.16759511370343397,male
556,556,36.0,0.16539248278255703,male
557,557,37.0,0.16502506290186106,male
558,558,38.0,0.16271231050750518,male
559,559,39.0,0.16010307211832758,male
560,560,40.0,0.1580256431387925,male
561,561,41.0,0.15473765366917117,male
562,562,42.0,0.15473765366917117,male
563,563,43.0,0.15466082556186217,male
564,564,44.0,0.15372821970068018,male
565,565,45.0,0.15372821970068018,male
566,566,46.0,0.1553930139494158,male
567,567,47.0,0.15720364759984434,male
568,568,48.0,0.15720364759984434,male
569,569,49.0,0.15720364759984434,male
570,570,50.0,0.15422583420170216,male
571,571,51.0,0.15422583420170216,male
572,572,52.0,0.15422583420170216,male
573,573,53.0,0.15422583420170216,male
574,574,54.0,0.1546106507801879,male
575,575,55.0,0.15734139240561373,male
576,576,56.0,0.1573978457442053,male
577,577,57.0,0.1583169712042393,male
578,578,58.0,0.1583169712042393,male
579,579,59.0,0.16087471391271177,male
580,580,60.0,0.16087471391271177,male
581,581,61.0,0.1592427712358592,male
582,582,62.0,0.1592427712358592,male
583,583,63.0,0.1592427712358592,male
584,584,64.0,0.15391828041106687,male
585,585,65.0,0.15356400714018775,male
586,586,66.0,0.15371415480147807,male
587,587,67.0,0.15356400714018775,male
588,588,68.0,0.15168649531263426,male
589,589,69.0,0.15168649531263426,male
590,590,70.0,0.14798268150051558,male
591,591,71.0,0.14798268150051558,male
592,592,72.0,0.14798268150051558,male
593,593,73.0,0.1631444854427899,male
594,594,74.0,0.16374900448356752,male
595,595,75.0,0.1685127758994366,male
596,596,76.0,0.1691914762343962,male
597,597,77.0,0.1691914762343962,male
598,598,78.0,0.17013765575056936,male
599,599,79.0,0.1691914762343962,male
600,600,80.0,0.16750852644573255,male
601,601,81.0,0.16692738431951554,male
602,602,82.0,0.16462981528552897,male
603,603,83.0,0.16462981528552897,male
604,604,84.0,0.16564924181159207,male
605,605,85.0,0.16396496353582504,male
606,606,86.0,0.16396496353582504,male
607,607,87.0,0.15673332449044095,male
608,608,88.0,0.1552758866442218,male
609,609,89.0,0.1526140590397691,male
610,610,90.0,0.1526140590397691,male
611,611,91.0,0.15395553683517957,male
612,612,92.0,0.1552758866442218,male
613,613,93.0,0.1584080762519839,male
614,614,94.0,0.1609533948998412,male
615,615,95.0,0.1609703178171308,male
616,616,96.0,0.16380180024798977,male
617,617,97.0,0.16576966110953437,male
618,618,98.0,0.1676869173998792,male
619,619,99.0,0.1676869173998792,male
620,620,100.0,0.16777033657970988,male
621,621,101.0,0.1676869173998792,male
622,622,102.0,0.1664738810474169,male
623,623,103.0,0.1664631666504462,male
624,624,104.0,0.1664738810474169,male
625,625,105.0,0.1664738810474169,male
626,626,106.0,0.16930890423204667,male
627,627,107.0,0.16947420945057493,male
628,628,108.0,0.17044743706529095,male
629,629,109.0,0.17056306905694657,male
630,630,110.0,0.17488489510348967,male
631,631,111.0,0.17488489510348967,male
632,632,112.0,0.17488489510348967,male
633,633,113.0,0.17240265371740998,male
634,634,114.0,0.16856937797766827,male
635,635,115.0,0.16808229849008802,male
636,636,116.0,0.167646696464431,male
637,637,117.0,0.167646696464431,male
638,638,118.0,0.16230496938192873,male
639,639,119.0,0.16230496938192873,male
640,640,120.0,0.16230496938192873,male
641,641,121.0,0.16243375908137764,male
642,642,122.0,0.1641506980579658,male
643,643,123.0,0.1641506980579658,male
644,644,124.0,0.16243375908137764,male
645,645,125.0,0.16243375908137764,male
646,646,126.0,0.1644792775289809,male
647,647,127.0,0.164748176454573,male
648,648,128.0,0.16965792691987674,male
649,649,129.0,0.17531178147327225,male
650,650,130.0,0.17569427986768643,male
651,651,131.0,0.17569427986768643,male
652,652,132.0,0.17531178147327225,male
653,653,133.0,0.17181541488517668,male
654,654,134.0,0.16875874728100998,male
655,655,135.0,0.1625077193214533,male
656,656,136.0,0.15221389014549644,male
657,657,137.0,0.15221389014549644,male
658,658,138.0,0.15221389014549644,male
659,659,139.0,0.15336909407977922,male
660,660,140.0,0.15666288962998148,male
661,661,141.0,0.16047258715066995,male
662,662,142.0,0.16403200720126515,male
663,663,143.0,0.16663066650374536,male
664,664,144.0,0.16663066650374536,male
665,665,145.0,0.16663066650374536,male
666,666,146.0,0.16246792144354794,male
667,667,147.0,0.16210338935686666,male
668,668,148.0,0.16112835398076797,male
669,669,149.0,0.16026237275240907,male
670,670,150.0,0.1596152811900473,male
671,671,151.0,0.15769530143610394,male
672,672,152.0,0.15453866414984396,male
673,673,153.0,0.15393147431366436,male
674,674,154.0,0.15319180838099117,male
675,675,155.0,0.15319180838099117,male
676,676,156.0,0.15319180838099117,male
677,677,157.0,0.15763613266901091,male
678,678,158.0,0.15780021675467404,male
679,679,159.0,0.15780021675467404,male
680,680,160.0,0.15763613266901091,male
681,681,161.0,0.1483280043976336,male
682,682,162.0,0.14756896224573193,male
683,683,163.0,0.14601847608988777,male
684,684,164.0,0.14414672860696331,male
685,685,165.0,0.14146501933567904,male
686,686,166.0,0.1391648388017685,male
687,687,167.0,0.13740982598644574,male
688,688,168.0,0.13688173159470265,male
689,689,169.0,0.13688173159470265,male
690,690,170.0,0.13688173159470265,male
691,691,171.0,0.14343945576675995,male
